fra;vaccin;jour;n_dose1;n_dose2;n_dose3;n_dose4;n_complet;n_rappel;n_2_rappel;n_rappel_biv;n_3_rappel;n_cum_dose1;n_cum_dose2;n_cum_dose3;n_cum_dose4;n_cum_complet;n_cum_rappel;n_cum_2_rappel;n_cum_rappel_biv;n_cum_3_rappel
FR;1;2023-03-18;34;33;144;10;28;148;15;0;5;42706999;41587910;26846655;5902099;42630854;28946605;6174263;0;103597
FR;1;2023-03-19;11;5;2;2;6;2;3;0;0;42707010;41587915;26846657;5902101;42630860;28946607;6174266;0;103597
FR;1;2023-03-20;45;61;49;29;51;58;33;0;24;42707055;41587976;26846706;5902130;42630911;28946665;6174299;0;103621
FR;1;2023-03-21;74;62;42;11;67;45;16;0;26;42707129;41588038;26846748;5902141;42630978;28946710;6174315;0;103647
FR;1;2023-03-22;58;54;37;31;54;51;26;0;13;42707187;41588092;26846785;5902172;42631032;28946761;6174341;0;103660
FR;1;2023-03-23;59;47;37;23;48;41;25;0;47;42707246;41588139;26846822;5902195;42631080;28946802;6174366;0;103707
FR;1;2023-03-24;77;103;190;29;106;196;35;0;23;42707323;41588242;26847012;5902224;42631186;28946998;6174401;0;103730
FR;1;2023-03-25;47;51;48;11;48;52;15;0;6;42707370;41588293;26847060;5902235;42631234;28947050;6174416;0;103736
FR;1;2023-03-26;2;3;9;0;0;10;2;0;2;42707372;41588296;26847069;5902235;42631234;28947060;6174418;0;103738
FR;1;2023-03-27;104;58;68;11;61;71;15;0;22;42707476;41588354;26847137;5902246;42631295;28947131;6174433;0;103760
FR;1;2023-03-28;48;38;23;21;41;25;21;0;31;42707524;41588392;26847160;5902267;42631336;28947156;6174454;0;103791
FR;1;2023-03-29;55;46;31;28;45;38;25;0;14;42707579;41588438;26847191;5902295;42631381;28947194;6174479;0;103805
FR;1;2023-03-30;56;42;58;19;45;57;26;0;30;42707635;41588480;26847249;5902314;42631426;28947251;6174505;0;103835
FR;1;2023-03-31;66;84;28;16;82;34;13;0;35;42707701;41588564;26847277;5902330;42631508;28947285;6174518;0;103870
FR;1;2023-04-01;29;53;127;10;50;129;17;0;10;42707730;41588617;26847404;5902340;42631558;28947414;6174535;0;103880
FR;1;2023-04-02;1;1;8;0;1;7;1;0;0;42707731;41588618;26847412;5902340;42631559;28947421;6174536;0;103880
FR;1;2023-04-03;91;51;148;29;46;150;35;0;19;42707822;41588669;26847560;5902369;42631605;28947571;6174571;0;103899
FR;1;2023-04-04;40;52;40;11;44;47;12;0;25;42707862;41588721;26847600;5902380;42631649;28947618;6174583;0;103924
FR;1;2023-04-05;25;41;33;19;38;27;27;0;14;42707887;41588762;26847633;5902399;42631687;28947645;6174610;0;103938
FR;1;2023-04-06;43;45;33;11;42;35;16;0;15;42707930;41588807;26847666;5902410;42631729;28947680;6174626;0;103953
FR;1;2023-04-07;49;63;33;17;63;37;16;0;13;42707979;41588870;26847699;5902427;42631792;28947717;6174642;0;103966
FR;1;2023-04-08;25;32;11;13;25;18;13;0;13;42708004;41588902;26847710;5902440;42631817;28947735;6174655;0;103979
FR;1;2023-04-09;5;2;0;2;1;1;2;0;1;42708009;41588904;26847710;5902442;42631818;28947736;6174657;0;103980
FR;1;2023-04-10;5;15;22;1;15;24;1;0;1;42708014;41588919;26847732;5902443;42631833;28947760;6174658;0;103981
FR;1;2023-04-11;40;52;22;12;51;21;14;0;17;42708054;41588971;26847754;5902455;42631884;28947781;6174672;0;103998
FR;1;2023-04-12;36;35;36;19;33;41;22;0;24;42708090;41589006;26847790;5902474;42631917;28947822;6174694;0;104022
FR;1;2023-04-13;36;41;20;16;42;25;14;0;26;42708126;41589047;26847810;5902490;42631959;28947847;6174708;0;104048
FR;1;2023-04-14;59;69;132;15;78;126;22;0;17;42708185;41589116;26847942;5902505;42632037;28947973;6174730;0;104065
FR;1;2023-04-15;28;28;36;10;28;39;12;0;2;42708213;41589144;26847978;5902515;42632065;28948012;6174742;0;104067
FR;1;2023-04-16;3;2;0;0;2;0;0;0;0;42708216;41589146;26847978;5902515;42632067;28948012;6174742;0;104067
FR;1;2023-04-17;37;39;61;16;42;66;15;0;11;42708253;41589185;26848039;5902531;42632109;28948078;6174757;0;104078
FR;1;2023-04-18;37;40;27;7;35;41;12;0;24;42708290;41589225;26848066;5902538;42632144;28948119;6174769;0;104102
FR;1;2023-04-19;36;57;13;9;57;14;11;0;14;42708326;41589282;26848079;5902547;42632201;28948133;6174780;0;104116
FR;1;2023-04-20;27;40;39;16;41;40;17;0;15;42708353;41589322;26848118;5902563;42632242;28948173;6174797;0;104131
FR;1;2023-04-21;46;63;116;17;60;118;21;0;18;42708399;41589385;26848234;5902580;42632302;28948291;6174818;0;104149
FR;1;2023-04-22;19;23;34;9;20;39;9;0;4;42708418;41589408;26848268;5902589;42632322;28948330;6174827;0;104153
FR;1;2023-04-23;1;1;2;1;1;2;1;0;0;42708419;41589409;26848270;5902590;42632323;28948332;6174828;0;104153
FR;1;2023-04-24;58;39;29;5;38;33;6;0;9;42708477;41589448;26848299;5902595;42632361;28948365;6174834;0;104162
FR;1;2023-04-25;31;34;22;16;30;23;20;0;15;42708508;41589482;26848321;5902611;42632391;28948388;6174854;0;104177
FR;1;2023-04-26;31;24;9;6;24;14;8;0;8;42708539;41589506;26848330;5902617;42632415;28948402;6174862;0;104185
FR;1;2023-04-27;32;36;31;25;31;36;28;0;12;42708571;41589542;26848361;5902642;42632446;28948438;6174890;0;104197
FR;1;2023-04-28;70;53;22;14;47;28;20;0;11;42708641;41589595;26848383;5902656;42632493;28948466;6174910;0;104208
FR;1;2023-04-29;19;19;14;7;18;12;11;0;9;42708660;41589614;26848397;5902663;42632511;28948478;6174921;0;104217
FR;1;2023-04-30;6;0;0;1;0;0;1;0;0;42708666;41589614;26848397;5902664;42632511;28948478;6174922;0;104217
FR;1;2023-05-01;0;13;44;1;12;45;1;0;0;42708666;41589627;26848441;5902665;42632523;28948523;6174923;0;104217
FR;1;2023-05-02;94;54;132;12;58;127;24;0;19;42708760;41589681;26848573;5902677;42632581;28948650;6174947;0;104236
FR;1;2023-05-03;51;29;42;5;26;46;7;0;10;42708811;41589710;26848615;5902682;42632607;28948696;6174954;0;104246
FR;1;2023-05-04;19;33;64;26;33;83;35;0;18;42708830;41589743;26848679;5902708;42632640;28948779;6174989;0;104264
FR;1;2023-05-05;27;31;20;3;32;16;7;0;9;42708857;41589774;26848699;5902711;42632672;28948795;6174996;0;104273
FR;1;2023-05-06;11;7;7;3;8;8;4;0;7;42708868;41589781;26848706;5902714;42632680;28948803;6175000;0;104280
FR;1;2023-05-07;2;2;4;4;2;3;2;0;1;42708870;41589783;26848710;5902718;42632682;28948806;6175002;0;104281
FR;1;2023-05-08;7;4;5;1;3;6;1;0;0;42708877;41589787;26848715;5902719;42632685;28948812;6175003;0;104281
FR;1;2023-05-09;14;17;12;3;14;13;6;0;9;42708891;41589804;26848727;5902722;42632699;28948825;6175009;0;104290
FR;1;2023-05-10;19;18;7;11;18;9;8;0;1;42708910;41589822;26848734;5902733;42632717;28948834;6175017;0;104291
FR;1;2023-05-11;13;18;7;9;18;8;8;0;21;42708923;41589840;26848741;5902742;42632735;28948842;6175025;0;104312
FR;1;2023-05-12;16;42;26;15;39;31;18;0;11;42708939;41589882;26848767;5902757;42632774;28948873;6175043;0;104323
FR;1;2023-05-13;12;24;11;2;22;14;2;0;2;42708951;41589906;26848778;5902759;42632796;28948887;6175045;0;104325
FR;1;2023-05-14;12;1;1;0;1;1;0;0;0;42708963;41589907;26848779;5902759;42632797;28948888;6175045;0;104325
FR;1;2023-05-15;17;18;35;4;17;35;6;0;11;42708980;41589925;26848814;5902763;42632814;28948923;6175051;0;104336
FR;1;2023-05-16;17;25;17;30;22;17;35;0;49;42708997;41589950;26848831;5902793;42632836;28948940;6175086;0;104385
FR;1;2023-05-17;21;46;4;6;46;5;6;0;15;42709018;41589996;26848835;5902799;42632882;28948945;6175092;0;104400
FR;1;2023-05-18;0;3;1;0;3;1;0;0;1;42709018;41589999;26848836;5902799;42632885;28948946;6175092;0;104401
FR;1;2023-05-19;13;25;55;12;22;59;15;0;17;42709031;41590024;26848891;5902811;42632907;28949005;6175107;0;104418
FR;1;2023-05-20;6;7;11;6;6;10;9;0;6;42709037;41590031;26848902;5902817;42632913;28949015;6175116;0;104424
FR;1;2023-05-21;6;0;0;0;0;0;0;0;1;42709043;41590031;26848902;5902817;42632913;28949015;6175116;0;104425
FR;1;2023-05-22;41;17;30;6;17;30;7;0;7;42709084;41590048;26848932;5902823;42632930;28949045;6175123;0;104432
FR;1;2023-05-23;7;19;4;6;19;5;6;0;13;42709091;41590067;26848936;5902829;42632949;28949050;6175129;0;104445
FR;1;2023-05-24;14;20;13;16;20;13;18;0;29;42709105;41590087;26848949;5902845;42632969;28949063;6175147;0;104474
FR;1;2023-05-25;14;12;12;5;10;14;7;0;26;42709119;41590099;26848961;5902850;42632979;28949077;6175154;0;104500
FR;1;2023-05-26;25;22;26;8;20;28;10;0;10;42709144;41590121;26848987;5902858;42632999;28949105;6175164;0;104510
FR;1;2023-05-27;5;14;1;3;13;2;4;0;4;42709149;41590135;26848988;5902861;42633012;28949107;6175168;0;104514
FR;1;2023-05-28;1;2;1;0;2;1;0;0;0;42709150;41590137;26848989;5902861;42633014;28949108;6175168;0;104514
FR;1;2023-05-29;0;0;0;0;0;0;0;0;0;42709150;41590137;26848989;5902861;42633014;28949108;6175168;0;104514
FR;1;2023-05-30;40;16;14;25;18;16;28;0;32;42709190;41590153;26849003;5902886;42633032;28949124;6175196;0;104546
FR;1;2023-05-31;19;29;9;17;21;12;24;0;74;42709209;41590182;26849012;5902903;42633053;28949136;6175220;0;104620
FR;1;2023-06-01;10;23;29;12;17;33;12;0;19;42709219;41590205;26849041;5902915;42633070;28949169;6175232;0;104639
FR;1;2023-06-02;12;24;10;4;18;16;6;0;32;42709231;41590229;26849051;5902919;42633088;28949185;6175238;0;104671
FR;1;2023-06-03;4;7;1;2;7;2;2;0;0;42709235;41590236;26849052;5902921;42633095;28949187;6175240;0;104671
FR;1;2023-06-04;0;12;0;0;12;0;0;0;0;42709235;41590248;26849052;5902921;42633107;28949187;6175240;0;104671
FR;1;2023-06-05;50;18;7;6;16;8;9;0;8;42709285;41590266;26849059;5902927;42633123;28949195;6175249;0;104679
FR;1;2023-06-06;19;18;7;5;16;8;9;0;14;42709304;41590284;26849066;5902932;42633139;28949203;6175258;0;104693
FR;1;2023-06-07;14;10;3;3;9;3;4;0;5;42709318;41590294;26849069;5902935;42633148;28949206;6175262;0;104698
FR;1;2023-06-08;14;4;4;2;3;7;6;0;37;42709332;41590298;26849073;5902937;42633151;28949213;6175268;0;104735
FR;1;2023-06-09;17;34;8;13;32;9;13;0;32;42709349;41590332;26849081;5902950;42633183;28949222;6175281;0;104767
FR;1;2023-06-10;9;5;8;1;3;8;3;0;1;42709358;41590337;26849089;5902951;42633186;28949230;6175284;0;104768
FR;1;2023-06-11;0;0;0;0;0;0;0;0;0;42709358;41590337;26849089;5902951;42633186;28949230;6175284;0;104768
FR;1;2023-06-12;5;10;4;24;9;6;26;0;53;42709363;41590347;26849093;5902975;42633195;28949236;6175310;0;104821
FR;1;2023-06-13;10;7;4;4;6;5;6;0;3;42709373;41590354;26849097;5902979;42633201;28949241;6175316;0;104824
FR;1;2023-06-14;9;37;1;8;37;3;6;0;12;42709382;41590391;26849098;5902987;42633238;28949244;6175322;0;104836
FR;1;2023-06-15;5;15;5;20;11;10;19;0;46;42709387;41590406;26849103;5903007;42633249;28949254;6175341;0;104882
FR;1;2023-06-16;7;16;5;16;18;3;17;0;17;42709394;41590422;26849108;5903023;42633267;28949257;6175358;0;104899
FR;1;2023-06-17;5;14;3;1;13;3;1;0;5;42709399;41590436;26849111;5903024;42633280;28949260;6175359;0;104904
FR;1;2023-06-18;0;1;0;0;1;0;0;0;0;42709399;41590437;26849111;5903024;42633281;28949260;6175359;0;104904
FR;1;2023-06-19;12;8;3;3;9;1;6;0;6;42709411;41590445;26849114;5903027;42633290;28949261;6175365;0;104910
FR;1;2023-06-20;34;12;25;15;11;25;17;0;8;42709445;41590457;26849139;5903042;42633301;28949286;6175382;0;104918
FR;1;2023-06-21;9;12;4;33;11;11;33;0;17;42709454;41590469;26849143;5903075;42633312;28949297;6175415;0;104935
FR;1;2023-06-22;14;6;4;3;5;4;6;0;24;42709468;41590475;26849147;5903078;42633317;28949301;6175421;0;104959
FR;1;2023-06-23;10;12;3;4;12;4;5;0;6;42709478;41590487;26849150;5903082;42633329;28949305;6175426;0;104965
FR;1;2023-06-24;3;1;4;0;1;3;1;0;3;42709481;41590488;26849154;5903082;42633330;28949308;6175427;0;104968
FR;1;2023-06-25;0;0;0;0;0;0;0;0;0;42709481;41590488;26849154;5903082;42633330;28949308;6175427;0;104968
FR;1;2023-06-26;11;7;8;2;8;8;2;0;7;42709492;41590495;26849162;5903084;42633338;28949316;6175429;0;104975
FR;1;2023-06-27;12;7;5;1;7;3;4;0;3;42709504;41590502;26849167;5903085;42633345;28949319;6175433;0;104978
FR;1;2023-06-28;7;7;3;10;8;2;12;0;16;42709511;41590509;26849170;5903095;42633353;28949321;6175445;0;104994
FR;1;2023-06-29;3;5;3;10;5;1;12;0;49;42709514;41590514;26849173;5903105;42633358;28949322;6175457;0;105043
FR;1;2023-06-30;7;10;5;0;9;5;2;0;7;42709521;41590524;26849178;5903105;42633367;28949327;6175459;0;105050
FR;1;2023-07-01;5;4;0;1;6;1;1;0;1;42709526;41590528;26849178;5903106;42633373;28949328;6175460;0;105051
FR;1;2023-07-02;0;0;0;0;0;0;0;0;0;42709526;41590528;26849178;5903106;42633373;28949328;6175460;0;105051
FR;1;2023-07-03;24;1;9;1;1;6;5;0;2;42709550;41590529;26849187;5903107;42633374;28949334;6175465;0;105053
FR;1;2023-07-04;7;9;3;5;6;6;5;0;3;42709557;41590538;26849190;5903112;42633380;28949340;6175470;0;105056
FR;1;2023-07-05;6;3;0;0;3;0;0;0;2;42709563;41590541;26849190;5903112;42633383;28949340;6175470;0;105058
FR;1;2023-07-06;13;8;2;0;9;2;0;0;3;42709576;41590549;26849192;5903112;42633392;28949342;6175470;0;105061
FR;1;2023-07-07;7;2;1;1;2;1;1;0;7;42709583;41590551;26849193;5903113;42633394;28949343;6175471;0;105068
FR;1;2023-07-08;2;2;2;2;2;2;2;0;1;42709585;41590553;26849195;5903115;42633396;28949345;6175473;0;105069
FR;1;2023-07-09;1;1;0;0;1;0;0;0;0;42709586;41590554;26849195;5903115;42633397;28949345;6175473;0;105069
FR;1;2023-07-10;5;6;0;6;7;3;13;0;2;42709591;41590560;26849195;5903121;42633404;28949348;6175486;0;105071
FR;2;2020-12-27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2020-12-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2020-12-29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2020-12-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2020-12-31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2021-01-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2021-01-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2021-01-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2021-01-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2021-01-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2021-01-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2021-01-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2021-01-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2021-01-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2021-01-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2021-01-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2021-01-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2021-01-13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FR;2;2021-01-14;1636;0;0;0;213;0;0;0;0;1636;0;0;0;213;0;0;0;0
FR;2;2021-01-15;398;0;0;0;28;0;0;0;0;2034;0;0;0;241;0;0;0;0
FR;2;2021-01-16;316;0;0;0;12;0;0;0;0;2350;0;0;0;253;0;0;0;0
FR;2;2021-01-17;84;0;0;0;7;0;0;0;0;2434;0;0;0;260;0;0;0;0
FR;2;2021-01-18;3075;3;0;0;27;0;0;0;0;5509;3;0;0;287;0;0;0;0
FR;2;2021-01-19;4681;2;0;0;31;0;0;0;0;10190;5;0;0;318;0;0;0;0
FR;2;2021-01-20;5138;6;0;0;58;0;0;0;0;15328;11;0;0;376;0;0;0;0
FR;2;2021-01-21;5346;9;0;0;55;0;0;0;0;20674;20;0;0;431;0;0;0;0
FR;2;2021-01-22;5119;19;0;0;70;0;0;0;0;25793;39;0;0;501;0;0;0;0
FR;2;2021-01-23;1875;2;0;0;16;0;0;0;0;27668;41;0;0;517;0;0;0;0
FR;2;2021-01-24;163;2;0;0;8;0;0;0;0;27831;43;0;0;525;0;0;0;0
FR;2;2021-01-25;3814;4;0;0;37;0;0;0;0;31645;47;0;0;562;0;0;0;0
FR;2;2021-01-26;3930;6;0;0;42;0;0;0;0;35575;53;0;0;604;0;0;0;0
FR;2;2021-01-27;3606;4;0;0;36;0;0;0;0;39181;57;0;0;640;0;0;0;0
FR;2;2021-01-28;3757;9;0;0;44;0;0;0;0;42938;66;0;0;684;0;0;0;0
FR;2;2021-01-29;3300;6;0;0;42;0;0;0;0;46238;72;0;0;726;0;0;0;0
FR;2;2021-01-30;1133;3;0;0;16;0;0;0;0;47371;75;0;0;742;0;0;0;0
FR;2;2021-01-31;47;2;0;0;9;0;0;0;0;47418;77;0;0;751;0;0;0;0
FR;2;2021-02-01;3408;13;0;0;44;0;0;0;0;50826;90;0;0;795;0;0;0;0
FR;2;2021-02-02;4498;19;0;0;53;0;0;0;0;55324;109;0;0;848;0;0;0;0
FR;2;2021-02-03;5223;12;0;0;83;0;0;0;0;60547;121;0;0;931;0;0;0;0
FR;2;2021-02-04;4941;11;0;0;36;0;0;0;0;65488;132;0;0;967;0;0;0;0
FR;2;2021-02-05;4817;17;0;0;50;0;0;0;0;70305;149;0;0;1017;0;0;0;0
FR;2;2021-02-06;2047;15;0;0;41;0;0;0;0;72352;164;0;0;1058;0;0;0;0
FR;2;2021-02-07;103;6;0;0;20;0;0;0;0;72455;170;0;0;1078;0;0;0;0
FR;2;2021-02-08;7559;27;0;0;86;0;0;0;0;80014;197;0;0;1164;0;0;0;0
FR;2;2021-02-09;8435;31;0;0;100;0;0;0;0;88449;228;0;0;1264;0;0;0;0
FR;2;2021-02-10;9349;63;0;0;183;0;0;0;0;97798;291;0;0;1447;0;0;0;0
FR;2;2021-02-11;10292;132;0;0;256;0;0;0;0;108090;423;0;0;1703;0;0;0;0
FR;2;2021-02-12;10059;276;0;0;430;0;0;0;0;118149;699;0;0;2133;0;0;0;0
FR;2;2021-02-13;3121;223;0;0;261;0;0;0;0;121270;922;0;0;2394;0;0;0;0
FR;2;2021-02-14;358;11;0;0;21;0;0;0;0;121628;933;0;0;2415;0;0;0;0
FR;2;2021-02-15;3460;3129;0;0;3176;0;0;0;0;125088;4062;0;0;5591;0;0;0;0
FR;2;2021-02-16;5076;4165;0;0;4238;0;0;0;0;130164;8227;0;0;9829;0;0;0;0
FR;2;2021-02-17;4259;4555;0;0;4632;0;0;0;0;134423;12782;0;0;14461;0;0;0;0
FR;2;2021-02-18;5406;5179;0;0;5249;0;0;0;0;139829;17961;0;0;19710;0;0;0;0
FR;2;2021-02-19;5329;4491;0;0;4592;0;0;0;0;145158;22452;0;0;24302;0;0;0;0
FR;2;2021-02-20;1872;1520;0;0;1537;0;0;0;0;147030;23972;0;0;25839;0;0;0;0
FR;2;2021-02-21;244;96;0;0;98;0;0;0;0;147274;24068;0;0;25937;0;0;0;0
FR;2;2021-02-22;3615;3783;0;0;3845;0;0;0;0;150889;27851;0;0;29782;0;0;0;0
FR;2;2021-02-23;4955;3741;0;0;3805;0;0;0;0;155844;31592;0;0;33587;0;0;0;0
FR;2;2021-02-24;5017;3559;0;0;3612;0;0;0;0;160861;35151;0;0;37199;0;0;0;0
FR;2;2021-02-25;5501;3495;0;0;3585;0;0;0;0;166362;38646;0;0;40784;0;0;0;0
FR;2;2021-02-26;4368;3179;0;0;3253;0;0;0;0;170730;41825;0;0;44037;0;0;0;0
FR;2;2021-02-27;1629;1067;0;0;1086;0;0;0;0;172359;42892;0;0;45123;0;0;0;0
FR;2;2021-02-28;179;17;0;0;28;0;0;0;0;172538;42909;0;0;45151;0;0;0;0
FR;2;2021-03-01;5193;3762;0;0;3851;0;0;0;0;177731;46671;0;0;49002;0;0;0;0
FR;2;2021-03-02;6542;4728;0;0;4829;0;0;0;0;184273;51399;0;0;53831;0;0;0;0
FR;2;2021-03-03;6544;4955;0;0;5096;0;0;0;0;190817;56354;0;0;58927;0;0;0;0
FR;2;2021-03-04;8412;4210;0;0;4396;0;0;0;0;199229;60564;0;0;63323;0;0;0;0
FR;2;2021-03-05;8037;4054;0;0;4237;0;0;0;0;207266;64618;0;0;67560;0;0;0;0
FR;2;2021-03-06;4791;1683;0;0;1783;0;0;0;0;212057;66301;0;0;69343;0;0;0;0
FR;2;2021-03-07;2373;32;0;0;76;0;0;0;0;214430;66333;0;0;69419;0;0;0;0
FR;2;2021-03-08;4166;8392;0;0;8549;0;0;0;0;218596;74725;0;0;77968;0;0;0;0
FR;2;2021-03-09;7494;8610;1;0;8869;0;0;0;0;226090;83335;1;0;86837;0;0;0;0
FR;2;2021-03-10;7108;9246;0;0;9473;0;0;0;0;233198;92581;1;0;96310;0;0;0;0
FR;2;2021-03-11;9379;9365;1;0;9686;0;0;0;0;242577;101946;2;0;105996;0;0;0;0
FR;2;2021-03-12;7989;8368;0;0;8671;0;0;0;0;250566;110314;2;0;114667;0;0;0;0
FR;2;2021-03-13;10058;2593;0;0;2914;0;0;0;0;260624;112907;2;0;117581;0;0;0;0
FR;2;2021-03-14;4841;380;0;0;539;0;0;0;0;265465;113287;2;0;118120;0;0;0;0
FR;2;2021-03-15;10919;3476;0;0;3765;0;0;0;0;276384;116763;2;0;121885;0;0;0;0
FR;2;2021-03-16;16770;4733;1;0;5283;0;0;0;0;293154;121496;3;0;127168;0;0;0;0
FR;2;2021-03-17;20242;4001;0;0;4675;0;0;0;0;313396;125497;3;0;131843;0;0;0;0
FR;2;2021-03-18;23375;5128;0;0;5957;0;0;0;0;336771;130625;3;0;137800;0;0;0;0
FR;2;2021-03-19;23316;4681;0;0;5444;0;0;0;0;360087;135306;3;0;143244;0;0;0;0
FR;2;2021-03-20;25451;1588;0;0;2345;0;0;0;0;385538;136894;3;0;145589;0;0;0;0
FR;2;2021-03-21;17675;153;0;0;731;0;0;0;0;403213;137047;3;0;146320;0;0;0;0
FR;2;2021-03-22;17791;3273;0;0;3942;0;0;0;0;421004;140320;3;0;150262;0;0;0;0
FR;2;2021-03-23;22707;4287;0;0;5142;0;0;0;0;443711;144607;3;0;155404;0;0;0;0
FR;2;2021-03-24;23966;5101;0;0;5938;0;0;0;0;467677;149708;3;0;161342;0;0;0;0
FR;2;2021-03-25;26762;5258;1;0;6455;0;0;0;0;494439;154966;4;0;167797;0;0;0;0
FR;2;2021-03-26;26992;4236;0;0;5382;0;0;0;0;521431;159202;4;0;173179;0;0;0;0
FR;2;2021-03-27;15923;1369;0;0;1899;0;0;0;0;537354;160571;4;0;175078;0;0;0;0
FR;2;2021-03-28;10563;135;0;0;427;0;0;0;0;547917;160706;4;0;175505;0;0;0;0
FR;2;2021-03-29;19004;4349;0;0;5049;0;0;0;0;566921;165055;4;0;180554;0;0;0;0
FR;2;2021-03-30;24597;6105;0;0;7045;0;0;0;0;591518;171160;4;0;187599;0;0;0;0
FR;2;2021-03-31;28562;5931;0;0;7224;0;0;0;0;620080;177091;4;0;194823;0;0;0;0
FR;2;2021-04-01;34560;8576;1;0;10269;0;0;0;0;654640;185667;5;0;205092;0;0;0;0
FR;2;2021-04-02;29992;7736;0;0;9165;0;0;0;0;684632;193403;5;0;214257;0;0;0;0
FR;2;2021-04-03;16959;4263;0;0;4945;0;0;0;0;701591;197666;5;0;219202;0;0;0;0
FR;2;2021-04-04;9309;1269;2;0;1677;0;0;0;0;710900;198935;7;0;220879;0;0;0;0
FR;2;2021-04-05;12448;797;0;0;1381;0;0;0;0;723348;199732;7;0;222260;0;0;0;0
FR;2;2021-04-06;27159;7362;0;0;8754;0;0;0;0;750507;207094;7;0;231014;0;0;0;0
FR;2;2021-04-07;30931;7067;1;0;8643;0;0;0;0;781438;214161;8;0;239657;0;0;0;0
FR;2;2021-04-08;36896;8592;1;0;10517;0;0;0;0;818334;222753;9;0;250174;0;0;0;0
FR;2;2021-04-09;33856;8391;28;0;10176;0;0;0;0;852190;231144;37;0;260350;0;0;0;0
FR;2;2021-04-10;19689;9270;1;0;10182;0;0;0;0;871879;240414;38;0;270532;0;0;0;0
FR;2;2021-04-11;7943;4240;1;0;4603;0;0;0;0;879822;244654;39;0;275135;0;0;0;0
FR;2;2021-04-12;17137;11028;0;0;11870;0;0;0;0;896959;255682;39;0;287005;0;0;0;0
FR;2;2021-04-13;19465;16034;1;0;17102;0;0;0;0;916424;271716;40;0;304107;0;0;0;0
FR;2;2021-04-14;18071;16446;7;0;17542;0;0;0;0;934495;288162;47;0;321649;0;0;0;0
FR;2;2021-04-15;22208;21893;27;0;23347;0;0;0;0;956703;310055;74;0;344996;0;0;0;0
FR;2;2021-04-16;20721;20640;45;0;21913;0;0;0;0;977424;330695;119;0;366909;0;0;0;0
FR;2;2021-04-17;13258;22494;5;0;23225;0;0;0;0;990682;353189;124;0;390134;0;0;0;0
FR;2;2021-04-18;5911;14396;6;0;14736;0;0;0;0;996593;367585;130;0;404870;0;0;0;0
FR;2;2021-04-19;16850;16395;24;0;17198;0;0;0;0;1013443;383980;154;0;422068;0;0;0;0
FR;2;2021-04-20;19329;21808;38;0;22870;0;0;0;0;1032772;405788;192;0;444938;0;0;0;0
FR;2;2021-04-21;20294;21902;76;0;23052;0;0;0;0;1053066;427690;268;0;467990;0;0;0;0
FR;2;2021-04-22;23824;24959;41;0;26372;0;0;0;0;1076890;452649;309;0;494362;0;0;0;0
FR;2;2021-04-23;24534;25502;76;0;27014;0;0;0;0;1101424;478151;385;0;521376;0;0;0;0
FR;2;2021-04-24;25305;15069;104;0;16507;0;0;0;0;1126729;493220;489;0;537883;0;0;0;0
FR;2;2021-04-25;9598;8623;5;0;9183;0;0;0;0;1136327;501843;494;0;547066;0;0;0;0
FR;2;2021-04-26;17169;17680;21;0;18566;0;0;0;0;1153496;519523;515;0;565632;0;0;0;0
FR;2;2021-04-27;19246;24100;40;0;25284;0;0;0;0;1172742;543623;555;0;590916;0;0;0;0
FR;2;2021-04-28;22343;26460;113;0;27861;0;0;0;0;1195085;570083;668;0;618777;0;0;0;0
FR;2;2021-04-29;25477;30499;70;0;32189;0;0;0;0;1220562;600582;738;0;650966;0;0;0;0
FR;2;2021-04-30;25542;27978;49;1;29628;0;0;0;0;1246104;628560;787;1;680594;0;0;0;0
FR;2;2021-05-01;14988;9855;6;0;10656;0;0;0;0;1261092;638415;793;1;691250;0;0;0;0
