fra;vaccin;jour;n_dose1;n_dose2;n_dose3;n_dose4;n_complet;n_rappel;n_2_rappel;n_rappel_biv;n_3_rappel;n_cum_dose1;n_cum_dose2;n_cum_dose3;n_cum_dose4;n_cum_complet;n_cum_rappel;n_cum_2_rappel;n_cum_rappel_biv;n_cum_3_rappel
FR;1;2020-12-27;616;0;0;0;55;0;0;0;0;616;0;0;0;55;0;0;0;0
FR;1;2020-12-28;710;1;0;0;44;0;0;0;0;1326;1;0;0;99;0;0;0;0
FR;1;2020-12-29;390;0;0;0;19;0;0;0;0;1716;1;0;0;118;0;0;0;0
FR;1;2020-12-30;456;0;0;0;20;0;0;0;0;2172;1;0;0;138;0;0;0;0
FR;1;2020-12-31;451;1;0;0;21;0;0;0;0;2623;2;0;0;159;0;0;0;0
FR;1;2021-01-01;1199;2;0;0;66;0;0;0;0;3822;4;0;0;225;0;0;0;0
FR;1;2021-01-02;370;4;0;0;29;0;0;0;0;4192;8;0;0;254;0;0;0;0
FR;1;2021-01-03;419;0;0;0;23;0;0;0;0;4611;8;0;0;277;0;0;0;0
FR;1;2021-01-04;2152;5;0;0;51;0;0;0;0;6763;13;0;0;328;0;0;0;0
FR;1;2021-01-05;7794;6;0;0;128;0;0;0;0;14557;19;0;0;456;0;0;0;0
FR;1;2021-01-06;12491;23;0;0;128;0;0;0;0;27048;42;0;0;584;0;0;0;0
FR;1;2021-01-07;29481;25;0;0;160;0;0;0;0;56529;67;0;0;744;0;0;0;0
FR;1;2021-01-08;37170;36;0;0;205;0;0;0;0;93699;103;0;0;949;0;0;0;0
FR;1;2021-01-09;11221;9;0;0;77;0;0;0;0;104920;112;0;0;1026;0;0;0;0
FR;1;2021-01-10;6017;8;0;0;28;0;0;0;0;110937;120;0;0;1054;0;0;0;0
FR;1;2021-01-11;39956;39;0;0;232;0;0;0;0;150893;159;0;0;1286;0;0;0;0
FR;1;2021-01-12;62166;31;0;0;296;0;0;0;0;213059;190;0;0;1582;0;0;0;0
FR;1;2021-01-13;65150;63;0;0;432;0;0;0;0;278209;253;0;0;2014;0;0;0;0
FR;1;2021-01-14;81473;263;0;0;953;0;0;0;0;359682;516;0;0;2967;0;0;0;0
FR;1;2021-01-15;68642;103;1;0;527;0;0;0;0;428324;619;1;0;3494;0;0;0;0
FR;1;2021-01-16;19903;73;0;0;171;0;0;0;0;448227;692;1;0;3665;0;0;0;0
FR;1;2021-01-17;10909;54;0;0;130;0;0;0;0;459136;746;1;0;3795;0;0;0;0
FR;1;2021-01-18;82849;176;0;0;587;0;0;0;0;541985;922;1;0;4382;0;0;0;0
FR;1;2021-01-19;125935;209;0;0;829;0;0;0;0;667920;1131;1;0;5211;0;0;0;0
FR;1;2021-01-20;132440;191;0;0;778;0;0;0;0;800360;1322;1;0;5989;0;0;0;0
FR;1;2021-01-21;153089;196;0;0;892;0;0;0;0;953449;1518;1;0;6881;0;0;0;0
FR;1;2021-01-22;115972;240;0;0;776;0;0;0;0;1069421;1758;1;0;7657;0;0;0;0
FR;1;2021-01-23;36619;84;0;0;207;0;0;0;0;1106040;1842;1;0;7864;0;0;0;0
FR;1;2021-01-24;9589;129;0;0;188;0;0;0;0;1115629;1971;1;0;8052;0;0;0;0
FR;1;2021-01-25;74443;1454;0;0;1771;0;0;0;0;1190072;3425;1;0;9823;0;0;0;0
FR;1;2021-01-26;96471;3707;1;0;4147;0;0;0;0;1286543;7132;2;0;13970;0;0;0;0
FR;1;2021-01-27;103660;6443;0;0;7125;0;0;0;0;1390203;13575;2;0;21095;0;0;0;0
FR;1;2021-01-28;120627;16419;0;0;17206;0;0;0;0;1510830;29994;2;0;38301;0;0;0;0
FR;1;2021-01-29;88911;18803;0;0;19344;0;0;0;0;1599741;48797;2;0;57645;0;0;0;0
FR;1;2021-01-30;27995;4538;0;0;4662;0;0;0;0;1627736;53335;2;0;62307;0;0;0;0
FR;1;2021-01-31;5194;1898;0;0;1936;0;0;0;0;1632930;55233;2;0;64243;0;0;0;0
FR;1;2021-02-01;49752;23074;0;0;23317;0;0;0;0;1682682;78307;2;0;87560;0;0;0;0
FR;1;2021-02-02;67841;38208;0;0;38667;0;0;0;0;1750523;116515;2;0;126227;0;0;0;0
FR;1;2021-02-03;67106;40309;0;0;40744;0;0;0;0;1817629;156824;2;0;166971;0;0;0;0
FR;1;2021-02-04;77159;55161;0;0;55731;0;0;0;0;1894788;211985;2;0;222702;0;0;0;0
FR;1;2021-02-05;63435;48245;0;0;48650;0;0;0;0;1958223;260230;2;0;271352;0;0;0;0
FR;1;2021-02-06;19428;11419;0;0;11526;0;0;0;0;1977651;271649;2;0;282878;0;0;0;0
FR;1;2021-02-07;3669;6080;0;0;6107;0;0;0;0;1981320;277729;2;0;288985;0;0;0;0
FR;1;2021-02-08;36508;48802;0;0;49056;0;0;0;0;2017828;326531;2;0;338041;0;0;0;0
FR;1;2021-02-09;50830;78482;0;0;79009;0;0;0;0;2068658;405013;2;0;417050;0;0;0;0
FR;1;2021-02-10;52088;83509;0;0;83993;0;0;0;0;2120746;488522;2;0;501043;0;0;0;0
FR;1;2021-02-11;63397;105650;0;0;106561;0;0;0;0;2184143;594172;2;0;607604;0;0;0;0
FR;1;2021-02-12;55889;75828;0;0;76514;0;0;0;0;2240032;670000;2;0;684118;0;0;0;0
FR;1;2021-02-13;15470;19307;0;0;19419;0;0;0;0;2255502;689307;2;0;703537;0;0;0;0
FR;1;2021-02-14;3747;7313;0;0;7379;0;0;0;0;2259249;696620;2;0;710916;0;0;0;0
FR;1;2021-02-15;24175;73669;0;0;73930;0;0;0;0;2283424;770289;2;0;784846;0;0;0;0
FR;1;2021-02-16;32788;95507;0;0;95922;0;0;0;0;2316212;865796;2;0;880768;0;0;0;0
FR;1;2021-02-17;35143;102397;20;0;103056;0;0;0;0;2351355;968193;22;0;983824;0;0;0;0
FR;1;2021-02-18;49465;118617;0;0;119614;0;0;0;0;2400820;1086810;22;0;1103438;0;0;0;0
FR;1;2021-02-19;45400;87845;1;0;88790;0;0;0;0;2446220;1174655;23;0;1192228;0;0;0;0
FR;1;2021-02-20;13398;27023;0;0;27199;0;0;0;0;2459618;1201678;23;0;1219427;0;0;0;0
FR;1;2021-02-21;2471;5942;0;0;6010;0;0;0;0;2462089;1207620;23;0;1225437;0;0;0;0
FR;1;2021-02-22;24726;69372;2;0;69674;0;0;0;0;2486815;1276992;25;0;1295111;0;0;0;0
FR;1;2021-02-23;37441;81581;1;0;82286;0;0;0;0;2524256;1358573;26;0;1377397;0;0;0;0
FR;1;2021-02-24;40717;79399;1;0;80100;0;0;0;0;2564973;1437972;27;0;1457497;0;0;0;0
FR;1;2021-02-25;50178;87699;1;0;88798;0;0;0;0;2615151;1525671;28;0;1546295;0;0;0;0
FR;1;2021-02-26;47235;67559;1;0;68449;0;0;0;0;2662386;1593230;29;0;1614744;0;0;0;0
FR;1;2021-02-27;15691;21359;1;0;21572;0;0;0;0;2678077;1614589;30;0;1636316;0;0;0;0
FR;1;2021-02-28;3566;4087;2;0;4160;0;0;0;0;2681643;1618676;32;0;1640476;0;0;0;0
FR;1;2021-03-01;40232;50292;1;0;51031;0;0;0;0;2721875;1668968;33;0;1691507;0;0;0;0
FR;1;2021-03-02;55997;62429;3;0;63610;0;0;0;0;2777872;1731397;36;0;1755117;0;0;0;0
FR;1;2021-03-03;61273;60511;0;0;61953;0;0;0;0;2839145;1791908;36;0;1817070;0;0;0;0
FR;1;2021-03-04;73023;68414;3;0;70633;0;0;0;0;2912168;1860322;39;0;1887703;0;0;0;0
FR;1;2021-03-05;74787;58605;3;0;60506;0;0;0;0;2986955;1918927;42;0;1948209;0;0;0;0
FR;1;2021-03-06;82477;15730;2;0;17439;0;0;0;0;3069432;1934657;44;0;1965648;0;0;0;0
FR;1;2021-03-07;63734;3908;1;0;5453;0;0;0;0;3133166;1938565;45;0;1971101;0;0;0;0
FR;1;2021-03-08;60200;41121;2;0;42409;0;0;0;0;3193366;1979686;47;0;2013510;0;0;0;0
FR;1;2021-03-09;86016;47365;1;0;49370;0;0;0;0;3279382;2027051;48;0;2062880;0;0;0;0
FR;1;2021-03-10;90951;47748;5;0;50021;0;0;0;0;3370333;2074799;53;0;2112901;0;0;0;0
FR;1;2021-03-11;105108;54613;1;0;57689;0;0;0;0;3475441;2129412;54;0;2170590;0;0;0;0
FR;1;2021-03-12;104169;44870;1;0;47868;0;0;0;0;3579610;2174282;55;0;2218458;0;0;0;0
FR;1;2021-03-13;89226;12579;1;0;14797;0;0;0;0;3668836;2186861;56;0;2233255;0;0;0;0
FR;1;2021-03-14;44463;2646;1;0;3979;0;0;0;0;3713299;2189507;57;0;2237234;0;0;0;0
FR;1;2021-03-15;95539;27925;3;0;30278;0;0;0;0;3808838;2217432;60;0;2267512;0;0;0;0
FR;1;2021-03-16;123608;34030;5;0;37579;0;0;0;0;3932446;2251462;65;0;2305091;0;0;0;0
FR;1;2021-03-17;129327;33524;4;0;37580;0;0;0;0;4061773;2284986;69;0;2342671;0;0;0;0
FR;1;2021-03-18;142921;39151;5;0;43829;0;0;0;0;4204694;2324137;74;0;2386500;0;0;0;0
FR;1;2021-03-19;136282;32009;2;0;36602;0;0;0;0;4340976;2356146;76;0;2423102;0;0;0;0
FR;1;2021-03-20;76028;9745;1;0;11962;0;0;0;0;4417004;2365891;77;0;2435064;0;0;0;0
FR;1;2021-03-21;26523;1967;1;0;2957;0;0;0;0;4443527;2367858;78;0;2438021;0;0;0;0
FR;1;2021-03-22;114783;30209;2;0;34043;0;0;0;0;4558310;2398067;80;0;2472064;0;0;0;0
FR;1;2021-03-23;143065;37988;1;0;42780;0;0;0;0;4701375;2436055;81;0;2514844;0;0;0;0
FR;1;2021-03-24;142031;38396;0;0;43270;0;0;0;0;4843406;2474451;81;0;2558114;0;0;0;0
FR;1;2021-03-25;165047;39885;4;0;46046;0;0;0;0;5008453;2514336;85;0;2604160;0;0;0;0
FR;1;2021-03-26;166427;37396;5;1;44017;0;0;0;0;5174880;2551732;90;1;2648177;0;0;0;0
FR;1;2021-03-27;110909;15484;1;0;19495;0;0;0;0;5285789;2567216;91;1;2667672;0;0;0;0
FR;1;2021-03-28;42317;4432;3;0;5987;0;0;0;0;5328106;2571648;94;1;2673659;0;0;0;0
FR;1;2021-03-29;129853;48957;4;0;53625;0;0;0;0;5457959;2620605;98;1;2727284;0;0;0;0
FR;1;2021-03-30;167768;63833;5;0;70847;0;0;0;0;5625727;2684438;103;1;2798131;0;0;0;0
FR;1;2021-03-31;170974;68021;4;0;75546;0;0;0;0;5796701;2752459;107;1;2873677;0;0;0;0
FR;1;2021-04-01;194890;84135;10;0;93647;0;0;0;0;5991591;2836594;117;1;2967324;0;0;0;0
FR;1;2021-04-02;164477;86896;7;0;94720;0;0;0;0;6156068;2923490;124;1;3062044;0;0;0;0
FR;1;2021-04-03;88262;58225;6;0;61775;0;0;0;0;6244330;2981715;130;1;3123819;0;0;0;0
FR;1;2021-04-04;33666;17734;0;0;19236;0;0;0;0;6277996;2999449;130;1;3143055;0;0;0;0
FR;1;2021-04-05;46433;9565;11;0;11442;0;0;0;0;6324429;3009014;141;1;3154497;0;0;0;0
FR;1;2021-04-06;160354;105690;17;0;112183;0;0;0;0;6484783;3114704;158;1;3266680;0;0;0;0
FR;1;2021-04-07;197044;108112;16;0;116953;0;0;0;0;6681827;3222816;174;1;3383633;0;0;0;0
FR;1;2021-04-08;222196;114366;14;0;125729;0;0;0;0;6904023;3337182;188;1;3509362;0;0;0;0
FR;1;2021-04-09;214625;108037;22;0;118939;0;0;0;0;7118648;3445219;210;1;3628301;0;0;0;0
FR;1;2021-04-10;117212;73243;14;0;78393;0;0;0;0;7235860;3518462;224;1;3706694;0;0;0;0
FR;1;2021-04-11;40903;29892;6;0;31796;0;0;0;0;7276763;3548354;230;1;3738490;0;0;0;0
FR;1;2021-04-12;168509;104584;46;0;111836;0;0;0;0;7445272;3652938;276;1;3850326;0;0;0;0
FR;1;2021-04-13;203857;127752;97;1;137100;0;0;0;0;7649129;3780690;373;2;3987426;0;0;0;0
FR;1;2021-04-14;208691;123044;208;0;133276;0;0;0;0;7857820;3903734;581;2;4120702;0;0;0;0
FR;1;2021-04-15;221751;128259;313;0;139310;0;0;0;0;8079571;4031993;894;2;4260012;0;0;0;0
FR;1;2021-04-16;206110;125774;309;0;135445;0;0;0;0;8285681;4157767;1203;2;4395457;0;0;0;0
FR;1;2021-04-17;122112;67118;103;0;72181;0;0;0;0;8407793;4224885;1306;2;4467638;0;0;0;0
FR;1;2021-04-18;35982;21014;42;0;22722;0;0;0;0;8443775;4245899;1348;2;4490360;0;0;0;0
FR;1;2021-04-19;163785;121622;433;0;129173;0;0;0;0;8607560;4367521;1781;2;4619533;0;0;0;0
FR;1;2021-04-20;189492;149806;531;0;158935;0;0;0;0;8797052;4517327;2312;2;4778468;0;0;0;0
FR;1;2021-04-21;194065;147793;761;0;157322;0;0;0;0;8991117;4665120;3073;2;4935790;0;0;0;0
FR;1;2021-04-22;209088;164635;779;0;175866;0;0;0;0;9200205;4829755;3852;2;5111656;0;0;0;0
FR;1;2021-04-23;198999;158152;671;0;169177;0;0;0;0;9399204;4987907;4523;2;5280833;0;0;0;0
FR;1;2021-04-24;126355;95888;148;0;101958;0;0;0;0;9525559;5083795;4671;2;5382791;0;0;0;0
FR;1;2021-04-25;53644;30079;46;0;32836;0;0;0;0;9579203;5113874;4717;2;5415627;0;0;0;0
FR;1;2021-04-26;181174;140326;543;0;149045;0;0;0;0;9760377;5254200;5260;2;5564672;0;0;0;0
FR;1;2021-04-27;221406;162633;901;0;174008;0;0;0;0;9981783;5416833;6161;2;5738680;0;0;0;0
FR;1;2021-04-28;238374;156222;1314;1;168906;1;0;0;0;10220157;5573055;7475;3;5907586;1;0;0;0
FR;1;2021-04-29;270354;161702;1211;0;177307;0;0;0;0;10490511;5734757;8686;3;6084893;1;0;0;0
FR;1;2021-04-30;272030;149050;1074;0;165149;0;0;0;0;10762541;5883807;9760;3;6250042;1;0;0;0
FR;1;2021-05-01;141180;40613;173;0;48641;0;0;0;0;10903721;5924420;9933;3;6298683;1;0;0;0
FR;1;2021-05-02;81564;28243;81;0;32999;0;0;0;0;10985285;5952663;10014;3;6331682;1;0;0;0
FR;1;2021-05-03;250829;142024;803;0;155718;0;0;0;0;11236114;6094687;10817;3;6487400;1;0;0;0
FR;1;2021-05-04;265939;188059;1204;0;203630;0;0;0;0;11502053;6282746;12021;3;6691030;1;0;0;0
FR;1;2021-05-05;283977;186328;1268;0;202990;0;0;0;0;11786030;6469074;13289;3;6894020;1;0;0;0
FR;1;2021-05-06;310085;184613;1502;0;204362;0;0;0;0;12096115;6653687;14791;3;7098382;1;0;0;0
FR;1;2021-05-07;284152;196769;1128;0;214585;0;0;0;0;12380267;6850456;15919;3;7312967;1;0;0;0
FR;1;2021-05-08;191687;51633;285;0;63016;0;0;0;0;12571954;6902089;16204;3;7375983;1;0;0;0
FR;1;2021-05-09;114076;34206;236;0;41378;0;0;0;0;12686030;6936295;16440;3;7417361;1;0;0;0
FR;1;2021-05-10;258240;195102;1188;0;211095;0;0;0;0;12944270;7131397;17628;3;7628456;1;0;0;0
FR;1;2021-05-11;318947;211268;1465;0;231505;0;0;0;0;13263217;7342665;19093;3;7859961;1;0;0;0
FR;1;2021-05-12;356715;186094;1402;0;208399;0;0;0;0;13619932;7528759;20495;3;8068360;1;0;0;0
FR;1;2021-05-13;283474;47322;401;0;64245;0;0;0;0;13903406;7576081;20896;3;8132605;1;0;0;0
FR;1;2021-05-14;370544;128528;998;0;151949;0;0;0;0;14273950;7704609;21894;3;8284554;1;0;0;0
FR;1;2021-05-15;298131;66210;404;0;84916;0;0;0;0;14572081;7770819;22298;3;8369470;1;0;0;0
FR;1;2021-05-16;157797;15472;158;0;26040;0;0;0;0;14729878;7786291;22456;3;8395510;1;0;0;0
FR;1;2021-05-17;318963;116202;1441;0;138165;0;0;0;0;15048841;7902493;23897;3;8533675;1;0;0;0
FR;1;2021-05-18;383396;111699;1801;0;137647;0;0;0;0;15432237;8014192;25698;3;8671322;1;0;0;0
FR;1;2021-05-19;395327;101588;2185;0;128523;0;0;0;0;15827564;8115780;27883;3;8799845;1;0;0;0
FR;1;2021-05-20;421862;95607;2049;0;125066;0;0;0;0;16249426;8211387;29932;3;8924911;1;0;0;0
FR;1;2021-05-21;399844;97449;1765;0;125845;0;0;0;0;16649270;8308836;31697;3;9050756;1;0;0;0
FR;1;2021-05-22;275713;41925;604;0;60948;0;0;0;0;16924983;8350761;32301;3;9111704;1;0;0;0
FR;1;2021-05-23;123034;10969;224;0;20572;0;0;0;0;17048017;8361730;32525;3;9132276;1;0;0;0
FR;1;2021-05-24;244028;26267;569;0;43792;0;0;0;0;17292045;8387997;33094;3;9176068;1;0;0;0
FR;1;2021-05-25;366248;131455;2115;1;158388;0;0;0;0;17658293;8519452;35209;4;9334456;1;0;0;0
FR;1;2021-05-26;380865;127560;1996;0;155882;0;0;0;0;18039158;8647012;37205;4;9490338;1;0;0;0
FR;1;2021-05-27;406209;128354;1978;0;158830;0;0;0;0;18445367;8775366;39183;4;9649168;1;0;0;0
FR;1;2021-05-28;366081;145689;1702;0;174251;0;0;0;0;18811448;8921055;40885;4;9823419;1;0;0;0
FR;1;2021-05-29;253850;81137;527;0;100334;0;0;0;0;19065298;9002192;41412;4;9923753;1;0;0;0
FR;1;2021-05-30;100983;22600;158;0;30833;0;0;0;0;19166281;9024792;41570;4;9954586;1;0;0;0
FR;1;2021-05-31;314351;149251;1287;1;172508;1;0;0;0;19480632;9174043;42857;5;10127094;2;0;0;0
FR;1;2021-06-01;361723;166425;1733;1;194129;1;0;0;0;19842355;9340468;44590;6;10321223;3;0;0;0
FR;1;2021-06-02;365452;154530;1798;0;184072;0;0;0;0;20207807;9494998;46388;6;10505295;3;0;0;0
FR;1;2021-06-03;391508;147426;1654;0;178397;0;0;0;0;20599315;9642424;48042;6;10683692;3;0;0;0
FR;1;2021-06-04;364149;175903;1496;1;205195;1;0;0;0;20963464;9818327;49538;7;10888887;4;0;0;0
FR;1;2021-06-05;258534;112823;597;0;133184;0;0;0;0;21221998;9931150;50135;7;11022071;4;0;0;0
FR;1;2021-06-06;126834;37555;216;0;48192;0;0;0;0;21348832;9968705;50351;7;11070263;4;0;0;0
FR;1;2021-06-07;301134;207764;1368;0;233039;0;0;0;0;21649966;10176469;51719;7;11303302;4;0;0;0
FR;1;2021-06-08;330916;221016;1645;0;248975;0;0;0;0;21980882;10397485;53364;7;11552277;4;0;0;0
FR;1;2021-06-09;336665;210940;1614;0;239697;0;0;0;0;22317547;10608425;54978;7;11791974;4;0;0;0
FR;1;2021-06-10;343951;199493;1616;0;229238;0;0;0;0;22661498;10807918;56594;7;12021212;4;0;0;0
FR;1;2021-06-11;311947;234704;1300;1;262615;0;0;0;0;22973445;11042622;57894;8;12283827;4;0;0;0
FR;1;2021-06-12;244101;150609;438;0;172217;0;0;0;0;23217546;11193231;58332;8;12456044;4;0;0;0
FR;1;2021-06-13;100383;61036;188;0;70698;0;0;0;0;23317929;11254267;58520;8;12526742;4;0;0;0
FR;1;2021-06-14;207887;287565;1320;1;307378;0;0;0;0;23525816;11541832;59840;9;12834120;4;0;0;0
FR;1;2021-06-15;256917;281122;1400;1;304972;0;0;0;0;23782733;11822954;61240;10;13139092;4;0;0;0
FR;1;2021-06-16;273687;270716;1264;1;296156;0;0;0;0;24056420;12093670;62504;11;13435248;4;0;0;0
FR;1;2021-06-17;268262;245101;1241;1;271172;0;0;0;0;24324682;12338771;63745;12;13706420;4;0;0;0
FR;1;2021-06-18;260626;295192;1156;2;321018;0;0;0;0;24585308;12633963;64901;14;14027438;4;0;0;0
FR;1;2021-06-19;193469;209605;388;0;228266;0;0;0;0;24778777;12843568;65289;14;14255704;4;0;0;0
FR;1;2021-06-20;69724;89030;122;0;96868;0;0;0;0;24848501;12932598;65411;14;14352572;4;0;0;0
FR;1;2021-06-21;172401;319784;934;1;338494;1;0;0;0;25020902;13252382;66345;15;14691066;5;0;0;0
FR;1;2021-06-22;185902;348094;1102;10;369163;1;0;0;0;25206804;13600476;67447;25;15060229;6;0;0;0
FR;1;2021-06-23;204245;339667;1050;0;363567;0;0;0;0;25411049;13940143;68497;25;15423796;6;0;0;0
FR;1;2021-06-24;203557;282114;1176;0;306861;0;0;0;0;25614606;14222257;69673;25;15730657;6;0;0;0
FR;1;2021-06-25;182687;371701;1200;0;395709;0;0;0;0;25797293;14593958;70873;25;16126366;6;0;0;0
FR;1;2021-06-26;131415;278613;506;0;295988;0;0;0;0;25928708;14872571;71379;25;16422354;6;0;0;0
FR;1;2021-06-27;52422;122845;146;0;130382;0;0;0;0;25981130;14995416;71525;25;16552736;6;0;0;0
FR;1;2021-06-28;136682;368246;1066;0;386846;0;0;0;0;26117812;15363662;72591;25;16939582;6;0;0;0
FR;1;2021-06-29;154930;391186;1849;0;412278;0;0;0;0;26272742;15754848;74440;25;17351860;6;0;0;0
FR;1;2021-06-30;180077;381972;1668;4;406568;1;0;0;0;26452819;16136820;76108;29;17758428;7;0;0;0
FR;1;2021-07-01;201593;332533;1890;5;360600;0;0;0;0;26654412;16469353;77998;34;18119028;7;0;0;0
FR;1;2021-07-02;193888;367288;1765;5;395482;2;0;0;0;26848300;16836641;79763;39;18514510;9;0;0;0
FR;1;2021-07-03;124487;280407;704;3;299511;1;0;0;0;26972787;17117048;80467;42;18814021;10;0;0;0
FR;1;2021-07-04;53970;113731;244;0;122136;0;0;0;0;27026757;17230779;80711;42;18936157;10;0;0;0
FR;1;2021-07-05;153987;355760;1500;8;379098;0;0;0;0;27180744;17586539;82211;50;19315255;10;0;0;0
FR;1;2021-07-06;173534;382283;1603;45;408170;8;0;0;0;27354278;17968822;83814;95;19723425;18;0;0;0
FR;1;2021-07-07;190875;362301;1659;25;390644;2;0;0;0;27545153;18331123;85473;120;20114069;20;0;0;0
FR;1;2021-07-08;201595;322963;1827;20;353607;2;0;0;0;27746748;18654086;87300;140;20467676;22;0;0;0
FR;1;2021-07-09;189996;387758;1854;3;418155;1;0;0;0;27936744;19041844;89154;143;20885831;23;0;0;0
FR;1;2021-07-10;129968;281186;818;1;302613;0;0;0;0;28066712;19323030;89972;144;21188444;23;0;0;0
FR;1;2021-07-11;57688;102527;263;0;112404;0;0;0;0;28124400;19425557;90235;144;21300848;23;0;0;0
FR;1;2021-07-12;149932;416804;1588;4;442790;0;0;0;0;28274332;19842361;91823;148;21743638;23;0;0;0
FR;1;2021-07-13;234313;438999;1808;8;476175;0;0;0;0;28508645;20281360;93631;156;22219813;23;0;0;0
FR;1;2021-07-14;171932;151300;418;0;176927;0;0;0;0;28680577;20432660;94049;156;22396740;23;0;0;0
FR;1;2021-07-15;279707;424128;1859;1;467097;0;0;0;0;28960284;20856788;95908;157;22863837;23;0;0;0
FR;1;2021-07-16;290447;400506;1711;3;445141;1;0;0;0;29250731;21257294;97619;160;23308978;24;0;0;0
FR;1;2021-07-17;217362;281968;755;1;315428;0;0;0;0;29468093;21539262;98374;161;23624406;24;0;0;0
FR;1;2021-07-18;102032;107205;288;0;123090;0;0;0;0;29570125;21646467;98662;161;23747496;24;0;0;0
FR;1;2021-07-19;238250;378359;1498;3;414395;0;0;0;0;29808375;22024826;100160;164;24161891;24;0;0;0
FR;1;2021-07-20;305779;379721;1471;0;425540;0;0;0;0;30114154;22404547;101631;164;24587431;24;0;0;0
FR;1;2021-07-21;333316;352691;1413;4;404055;1;0;0;0;30447470;22757238;103044;168;24991486;25;0;0;0
FR;1;2021-07-22;364711;318525;1502;3;374928;1;0;0;0;30812181;23075763;104546;171;25366414;26;0;0;0
FR;1;2021-07-23;349412;342714;1589;4;398250;1;0;0;0;31161593;23418477;106135;175;25764664;27;0;0;0
FR;1;2021-07-24;238968;240735;697;1;278063;0;0;0;0;31400561;23659212;106832;176;26042727;27;0;0;0
FR;1;2021-07-25;112813;76013;223;0;93706;0;0;0;0;31513374;23735225;107055;176;26136433;27;0;0;0
FR;1;2021-07-26;299152;289259;1495;2;334966;1;0;0;0;31812526;24024484;108550;178;26471399;28;0;0;0
FR;1;2021-07-27;385873;267855;1460;4;324819;1;0;0;0;32198399;24292339;110010;182;26796218;29;0;0;0
FR;1;2021-07-28;390231;250917;1463;4;307201;1;0;0;0;32588630;24543256;111473;186;27103419;30;0;0;0
FR;1;2021-07-29;406163;227574;1541;2;284259;0;0;0;0;32994793;24770830;113014;188;27387678;30;0;0;0
FR;1;2021-07-30;370762;246472;1639;4;298299;1;0;0;0;33365555;25017302;114653;192;27685977;31;0;0;0
FR;1;2021-07-31;243396;165089;794;1;199408;0;0;0;0;33608951;25182391;115447;193;27885385;31;0;0;0
FR;1;2021-08-01;105617;47203;237;0;61196;0;0;0;0;33714568;25229594;115684;193;27946581;31;0;0;0
FR;1;2021-08-02;297440;212826;1480;2;250603;0;0;0;0;34012008;25442420;117164;195;28197184;31;0;0;0
FR;1;2021-08-03;331357;208665;1557;2;250627;1;0;0;0;34343365;25651085;118721;197;28447811;32;0;0;0
FR;1;2021-08-04;328059;183821;1440;5;223967;3;0;0;0;34671424;25834906;120161;202;28671778;35;0;0;0
FR;1;2021-08-05;301302;193081;1483;0;229374;0;0;0;0;34972726;26027987;121644;202;28901152;35;0;0;0
FR;1;2021-08-06;291006;224079;1560;3;261358;0;0;0;0;35263732;26252066;123204;205;29162510;35;0;0;0
FR;1;2021-08-07;182687;158757;655;5;181660;1;0;0;0;35446419;26410823;123859;210;29344170;36;0;0;0
FR;1;2021-08-08;68897;59099;253;0;67626;0;0;0;0;35515316;26469922;124112;210;29411796;36;0;0;0
FR;1;2021-08-09;222802;235136;1446;4;263837;2;0;0;0;35738118;26705058;125558;214;29675633;38;0;0;0
FR;1;2021-08-10;252764;239816;1492;2;271643;0;0;0;0;35990882;26944874;127050;216;29947276;38;0;0;0
FR;1;2021-08-11;236257;231717;1272;5;261225;0;0;0;0;36227139;27176591;128322;221;30208501;38;0;0;0
FR;1;2021-08-12;220806;239711;1492;3;267798;0;0;0;0;36447945;27416302;129814;224;30476299;38;0;0;0
FR;1;2021-08-13;201733;238482;1361;2;264017;2;0;0;0;36649678;27654784;131175;226;30740316;40;0;0;0
FR;1;2021-08-14;122877;174034;645;0;189536;0;0;0;0;36772555;27828818;131820;226;30929852;40;0;0;0
FR;1;2021-08-15;34711;46113;201;1;50330;0;0;0;0;36807266;27874931;132021;227;30980182;40;0;0;0
FR;1;2021-08-16;156967;289318;1424;0;309886;0;0;0;0;36964233;28164249;133445;227;31290068;40;0;0;0
FR;1;2021-08-17;171626;290947;1422;5;313346;0;0;0;0;37135859;28455196;134867;232;31603414;40;0;0;0
FR;1;2021-08-18;161452;286670;1394;6;307295;3;0;0;0;37297311;28741866;136261;238;31910709;43;0;0;0
FR;1;2021-08-19;148963;277410;1405;1;297248;0;0;0;0;37446274;29019276;137666;239;32207957;43;0;0;0
FR;1;2021-08-20;140535;308904;1535;2;328133;2;0;0;0;37586809;29328180;139201;241;32536090;45;0;0;0
FR;1;2021-08-21;84289;213210;589;0;224528;0;0;0;0;37671098;29541390;139790;241;32760618;45;0;0;0
FR;1;2021-08-22;28585;82695;233;0;86699;0;0;0;0;37699683;29624085;140023;241;32847317;45;0;0;0
FR;1;2021-08-23;118674;320943;1422;2;337672;0;0;0;0;37818357;29945028;141445;243;33184989;45;0;0;0
FR;1;2021-08-24;126689;319596;1604;5;337408;0;0;0;0;37945046;30264624;143049;248;33522397;45;0;0;0
FR;1;2021-08-25;121548;306406;1783;8;323577;2;0;0;0;38066594;30571030;144832;256;33845974;47;0;0;0
FR;1;2021-08-26;106649;286081;2165;10;302376;0;0;0;0;38173243;30857111;146997;266;34148350;47;0;0;0
