day,d1_v1,d1_v2,d1_v3,d1_v4,d2_v1,d2_v2,d2_v3,d2_v4
2022-10-07,2692,86,0,1,16058,499,0,0
2022-10-08,887,23,0,0,3170,114,0,0
2022-10-09,150,15,0,0,461,17,0,0
2022-10-10,1316,47,0,2,4996,223,0,3
2022-10-11,1310,47,0,0,8084,253,0,0
2022-10-12,1059,52,0,0,5180,290,0,0
2022-10-13,1067,48,0,0,6074,271,0,0
2022-10-14,1170,36,0,0,6709,229,0,0
2022-10-15,522,22,0,0,1860,111,0,0
2022-10-16,111,4,0,0,293,11,0,0
2022-10-17,733,31,0,1,2652,121,0,0
2022-10-18,952,68,0,0,4588,182,0,1
2022-10-19,690,36,0,0,3181,182,0,2
2022-10-20,890,41,0,0,4363,200,0,0
2022-10-21,845,60,0,0,3802,232,0,0
2022-10-22,306,25,0,0,1251,101,0,0
2022-10-23,64,1,0,0,197,5,0,0
2022-10-24,476,16,0,0,1599,109,0,0
2022-10-25,524,23,0,0,2650,138,0,0
2022-10-26,389,17,0,0,1956,90,0,0
2022-10-27,489,18,0,1,2166,88,0,0
2022-10-28,530,15,0,0,2334,91,0,0
2022-10-29,176,18,0,0,712,33,0,3
2022-10-30,62,5,0,0,183,8,0,0
2022-10-31,294,6,0,0,796,49,0,0
2022-11-01,759,8,0,0,115,1,0,0
2022-11-02,523,12,0,2,979,44,0,2
2022-11-03,437,16,0,0,1376,77,0,0
2022-11-04,420,15,0,0,1597,85,0,0
2022-11-05,272,12,0,0,500,38,0,0
2022-11-06,32,2,0,0,131,1,0,0
2022-11-07,290,14,0,0,891,66,0,0
2022-11-08,456,18,0,0,1677,58,0,0
2022-11-09,332,17,0,0,1102,56,0,0
2022-11-10,427,17,0,0,1678,74,0,0
2022-11-11,102,7,0,0,100,3,0,0
2022-11-12,255,7,0,0,375,19,0,0
2022-11-13,28,3,0,0,64,2,0,0
2022-11-14,257,13,0,0,765,29,0,0
2022-11-15,378,14,0,0,1293,35,0,0
2022-11-16,325,4,0,0,981,45,0,0
2022-11-17,284,12,0,0,1204,56,0,0
2022-11-18,390,7,0,1,1313,41,0,0
2022-11-19,244,2,0,0,436,25,0,0
2022-11-20,29,6,0,0,66,9,0,0
2022-11-21,264,9,0,0,638,31,0,0
2022-11-22,408,20,0,1,1153,65,0,0
2022-11-23,238,8,0,0,758,68,0,0
2022-11-24,279,11,0,0,1178,50,0,0
2022-11-25,422,11,0,0,1153,25,0,0
2022-11-26,111,4,0,0,318,8,0,0
2022-11-27,19,12,0,0,71,2,0,0
2022-11-28,207,7,0,0,662,35,0,0
2022-11-29,260,9,0,0,1079,24,0,0
2022-11-30,227,9,0,0,928,47,0,0
2022-12-01,667,4,0,2,1080,60,0,0
2022-12-02,498,12,0,0,1180,51,0,1
2022-12-03,246,8,0,0,529,19,0,0
2022-12-04,19,0,0,0,138,4,0,0
2022-12-05,275,7,0,0,859,51,0,0
2022-12-06,259,13,0,0,1439,45,0,0
2022-12-07,235,9,0,0,1180,42,0,0
2022-12-08,283,11,0,0,1734,44,0,0
2022-12-09,322,12,0,0,1805,52,0,0
2022-12-10,247,10,0,0,846,49,0,0
2022-12-11,30,2,0,0,218,2,0,0
2022-12-12,267,6,0,0,1097,36,0,5
2022-12-13,279,1,0,0,1291,37,0,0
2022-12-14,237,6,0,0,860,26,0,0
2022-12-15,370,12,0,0,1472,43,0,0
2022-12-16,465,23,0,0,1306,56,0,0
2022-12-17,168,7,0,1,458,44,0,0
2022-12-18,22,0,0,0,98,0,0,0
2022-12-19,227,3,0,0,782,31,0,0
2022-12-20,209,5,0,0,880,35,0,0
2022-12-21,167,2,0,0,617,13,0,0
2022-12-22,137,17,0,0,525,32,0,0
2022-12-23,342,10,0,0,390,13,0,0
2022-12-24,30,1,0,0,52,1,0,0
2022-12-25,12,1,0,0,11,3,0,0
2022-12-26,187,5,0,0,237,11,0,0
2022-12-27,130,5,0,0,373,5,0,0
2022-12-28,83,2,0,0,254,13,0,0
2022-12-29,102,3,0,0,269,15,0,0
2022-12-30,70,2,0,0,252,6,0,0
2022-12-31,19,1,0,0,72,2,0,0
2023-01-01,52,0,0,0,21,0,0,0
2023-01-02,80,4,0,0,113,19,0,0
2023-01-03,92,2,0,0,165,10,0,0
2023-01-04,53,4,0,0,167,5,0,0
2023-01-05,75,4,0,0,302,6,0,0
2023-01-06,84,4,0,0,296,6,0,0
2023-01-07,58,1,0,0,123,8,0,0
2023-01-08,19,1,0,0,52,3,0,0
2023-01-09,50,6,0,0,109,9,0,0
